X,Y,FID,OBJECTID,LOCN,CATEGORY,CAT_DESC,MPD_NAME,ADDRESS,CITY,ZIP,MPD_TYPE,MAP_TYPE,SITE_POLY,MAP_POLY,LABEL,MAP_DESC,MPD_DESC,PLANREF1,INDEXCHTR,PHASE,CAL,ORIGNAME,CONFIG,CONGRESS,ASSEMBLY,BOE,LACOUNCIL,SENATE,SUPERVISOR,FULLNAME,CDSCODE,CHARTER,P_ESC,ESC,SCHOOL_ID,CCC,DLP,LD,P_LD,PREFCCC,PREFLOCN,ACTIVE,SCH_FLAG,SITE_ID,COS,COS_CCC,COSID,COS_ID,LOGRD,HIGRD,PIC_NAME,PHY_COS,LATITUDE,LONGITUDE,BSYS_TYP,BSYS_CLAS,YEAROPENED,PSC,PROP39,BOE_OLD,TYPEWEB,REGION,PHY_REGION,LAUSD_SCH,WEBLABEL,PRIORITY
-13164898.4037291,4000342.85136609,1263,0,6867, , ,BRIDGES SPAN,1235 BROAD AVE,LOS ANGELES,90744,EJ,SS,Y,SS_Y,Bridges Span School,"Span School (Span School, Special Ed School)",Span School,0,Y,Phase 2,1 TRK,South Region Span K-8 #1,K-8,44,65,7,15,35,4,Harry Bridges Span School,19647330126581,N,SOUTH,S,6867,1686701,N,S,S,1686701,6867,Yes,Y,14543,Wilmington CoS,1352701,3527,3527,0,8,Bridges School,Wilmington CoS,33.78778499,-118.26228233,EJ,Span Schools (Not Magnets),2012, , ,7,SS,S,S,Yes,Bridges School, 
-13152746.156178,4032527.10934939,1264,0,9440, , ,4TH ST EEC,421 S HILLVIEW AVE,LOS ANGELES,90022,Z,ES,Y,ES_Y,4th St EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N,Phase 3, ,Central Region EEC #2, ,34,52,2,CO,26,1,4th Street Early Education Center, ,N,EAST,E,9440,1944001,N,E,E,1944001,9440,Yes,N,16342,East Los Angeles CoS,1349801,3498,3498,0,0,4th St EEC,East Los Angeles CoS,34.02773269,-118.15311683,Z,Early Education Center,0, , ,2,ES,E,E,Yes,4th St EEC, 
-13161400.9812629,4024991.85311936,1265,0,5193, , ,WALNUT PARK MS PREP FOR STEM,7500 MARBRISA AVE,WALNUT PARK,90255,J,MS,N,MS_N,Walnut Park Middle Prep for STEM,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,N,Phase 3,1 TRK,South Region MS #3,6-8,42,57,5,CO,33,2,"Walnut Park Middle School Preparing for Science, Technology, Engineering and Mathematics Academy",19647330126466,N,SOUTH,S,5193,1519301,N,E,E,1519301,5193,Yes,Y,0,Huntington Park/Vernon CoS,1349901,3499,3499,6,8,Walnut Park MS STEM,Huntington Park/Vernon CoS,33.97161464,-118.23086444,J,Middle School,2012, , ,5,MS,E,E,Yes,Walnut Park MS STEM, 
-13187387.5679013,4071189.00585158,1266,27,4515, , ,HERRICK AVE ES,13350 HERRICK AVE,SYLMAR,91342,E,ES,Y,ES_Y,Herrick Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Herrick Ave,K-5,29,43,6,7,20,3,Herrick Avenue Elementary School,19647336017552,N,NORTH,N,4515,1451501,N,NE,NE,1451501,4515,Yes,Y,13726,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,Herrick Ave El,San Fernando Valley/Sylmar CoS,34.31507929,-118.46430585,E,Elementary School,1959, , ,6,ES,N,N,Yes,Herrick Ave El, 
-13185463.4480462,4070742.79300782,1267,28,7014, , ,SYLMAR ES,13291 PHILLIPPI AVE,SYLMAR,91342,E,ES,Y,ES_Y,Sylmar,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,5,1 TRK,Sylmar,K-5,29,43,6,7,20,3,Sylmar Elementary School,19647336019400,N,NORTH,N,7014,1701401,N,NE,NE,1701401,7014,Yes,Y,13604,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,Sylmar El,San Fernando Valley/Sylmar CoS,34.31176848,-118.44702119,E,Elementary School,1948, , ,6,ES,N,N,Yes,Sylmar El, 
-13182951.8393213,4071062.80643773,1268,29,4603, , ,HUBBARD ST ES,13325 HUBBARD ST,SYLMAR,91342,E,ES,Y,ES_Y,Hubbard St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Hubbard St,K-5,29,43,6,7,20,3,Hubbard Street Elementary School,19647336017644,N,NORTH,N,4603,1460301,N,NE,NE,1460301,4603,Yes,Y,13718,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,Hubbard St El,San Fernando Valley/Sylmar CoS,34.31414293,-118.42445903,E,Elementary School,1953, , ,6,ES,N,N,Yes,Hubbard St El, 
-13182104.82481,4069825.69551327,1269,30,4431, , ,HARDING ST ES,13060 HARDING ST,SYLMAR,91342,E,ES,Y,ES_Y,Harding St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,2,1 TRK,Harding St,K-5,29,43,6,7,20,3,Harding Street Elementary School,19647336017479,N,NORTH,N,4431,1443101,N,NE,NE,1443101,4431,Yes,Y,13819,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,Harding St El,San Fernando Valley/Sylmar CoS,34.30496341,-118.41685017,E,Elementary School,1964, , ,6,ES,N,N,Yes,Harding St El, 
-13183467.443509,4069526.55060207,1270,31,4295, , ,GRIDLEY ST ES,1907 8TH ST,SAN FERNANDO,91340,E,ES,Y,ES_Y,Gridley St,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,4,1 TRK,Gridley St,K-5,29,43,6,7,20,3,Gridley Street Elementary School,19647336017388,N,NORTH,N,4295,1429501,N,NE,NE,1429501,4295,Yes,Y,13748,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,Gridley St El,San Fernando Valley/Sylmar CoS,34.30274357,-118.42909078,E,Elementary School,1958, , ,6,ES,N,N,Yes,Gridley St El, 
-13179202.5386184,4066567.24940771,1271,32,3747,CCI,Charter Conversion Independent,FENTON AVE ES,11828 GAIN ST,LAKEVIEW TERRACE,91342,E,CCI,Y,CCI_Y,Fenton Ave,Independent Charter,Elementary School,0,Y, ,OTHER,Fenton Ave,TK-5,29,43,6,7,20,5,Fenton Avenue Elementary School,19647336017016,Y,NORTH,XR,3747,1374701,N,XR,NE,1374701,3747,Yes,Y,13767, , ,0, ,3,5,Fenton Ave El,San Fernando Valley/Sylmar CoS,34.28078054,-118.3907785,E,Elementary School,1960, ,Sole Occu*,6,CCA,XR,N, ,Fenton Ave El, 
-13165186.6284895,4017681.22289364,1272,0,7770,CSI,Charter Start-up Independent,NEW DESIGNS - WATTS,12714 S AVALON BLVD,LOS ANGELES,90061,EJ,CSI,N,CSI_N,New Designs - Watts,Independent Charter,Span School,0,N, ,OTHER,New Designs Charter School,6-12,43,65,7,CO,35,2,New Designs  Charter School - Watts,19647330120071,Y,SOUTH,XR,7770,1777001,N,XR,S,1777001,7770,Yes,Y,0, , ,0, ,6,12,New Design CS Watts,Achievement Network CoS,33.91713405,-118.26487149,EJ,Span Schools (Not Magnets),2009, , ,7,CCA,XR,S, ,New Design CS Watts, 
-13168453.8359722,4023541.10112703,1273,0,8213,CSI,Charter Start-up Independent,ALLIANCE PIERA BARBAGLIA SHAHEEN HEALTH,8515 KANSAS AVE,LOS ANGELES,90044,S,CSI,N,CSI_N,Alliance Piera Barbaglia Shaheen Health,Independent Charter,High School,0,N, ,OTHER,College Ready Acad HS #8,9-12,37,57,1,8,28,2,Alliance Piera Barbaglia Shaheen Health Services Academy,19647330117598,Y,WEST,XR,8213,1821301,N,XR,W,1821301,8213,Yes,Y,0, , ,0, ,9,12,Alliance PBS Health,H.E.E.T. (W) CoS,33.96080606,-118.2942213,S,Senior High School,2009, , ,1,CCA,XR,S, ,Alliance PBS Health, 
-13156611.803394,4033611.11529748,1274,0,8214,CSI,Charter Start-up Independent,ALLIANCE MORGAN MCKINZIE HS,110 S TOWNSEND AVE,LOS ANGELES,90063,S,CSI,N,CSI_N,Alliance Morgan McKinzie High,Independent Charter,High School,0,N, ,OTHER,College Ready Acad HS #9,9-12,34,52,2,CO,26,1,Alliance Morgan McKinzie High School,19647330116509,Y,EAST,E,8214,1821401,N,XR,E,1821401,8214,Yes,Y,0, , ,0, ,9,12,Alliance M-M High,East Los Angeles CoS,34.03580266,-118.18784253,S,Senior High School,2009, , ,2,CCA,XR,E, ,Alliance M-M High, 
-13163173.2646819,4044113.38921444,1275,0,8215,CSI,Charter Start-up Independent,ALLIANCE LEICHTMAN-LEVINE FFES HS,2930 FLETCHER DR,LOS ANGELES,90065,S,CSI,N,CSI_N,Alliance Leichtman-Levine FFES High,Independent Charter,High School,0,N, ,OTHER,College Ready Acad HS #10,9-12,30,52,5,13,26,1,Alliance Leichtman-Levine Family Foundation Environmental Science High,19647330117606,Y,EAST,XR,8215,1821501,N,XR,C,1821501,8215,Yes,Y,0, , ,0, ,9,12,Alliance L-L FFES Hi,Glassell Park/Los Feliz CoS,34.11394796,-118.24678512,S,Senior High School,2009, , ,5,CCA,XR,W, ,Alliance L-L FFES Hi, 
-13175997.6670076,4041371.52059112,1276,0,4783,CSI,Charter Start-up Independent,LARCHMONT CHARTER,1265 N FAIRFAX AVE,WEST HOLLYWOOD,90046,EJ,CSI,N,CSI_N,Larchmont Chrtr,Independent Charter,Span School,0,N, ,OTHER,Larchmont,TK-12,30,51,4,WH,24,3,Larchmont Charter School,19647330108928,Y,EAST,XR,4783a,1478301,N,XR,W,1478301,4783,Yes,Y,0, , ,0, ,0,12,Larchmont CS,Fairfax CoS,34.09355324,-118.36198867,EJ,Span Schools (Not Magnets),2005, , ,4,CCA,XR,W, ,Larchmont CS, 
-13174025.7072741,4031057.41640693,1277,0,2588,CSI,Charter Start-up Independent,STELLA ACADEMY CH,"4301 W MARTIN LUTHER KING JR., BLVD",LOS ANGELES,90008,EJ,CSI,N,CSI_N,Stella Academy Chrtr,Independent Charter,Span School,0,N, ,OTHER,Stella Academy Chtr,5-8,37,55,1,10,28,2,Stella Middle Charter Academy,19647330100669,Y,WEST,XR,2588,1258801,N,XR,W,1258801,2588,Yes,Y,0, , ,0, ,5,8,Stella Mid CA,LA Mid-City CoS,34.01679022,-118.34427426,EJ,Span Schools (Not Magnets),2003, , ,1,CCA,XR,S, ,Stella Mid CA, 
-13161755.9302255,4026491.62588475,1278,0,7725, , ,MARQUEZ HS LIBRA ACAD,6361 COTTAGE ST,HUNTINGTON PARK,90255,S,HS,N,HS_N,Marquez High LIBRA Acad,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Y,Phase 2,1 TRK,South Region HS #7,9-12,42,62,5,HUP,33,4,Linda Esperanza Marquez High School LIBRA Academy,19647330126524,N,SOUTH,XP,7725,1772501,N,E,E,1772501,7725,Yes,Y,0,Huntington Park/Vernon CoS,1349901,3499,3499,9,12,Marquez SH Libra,Huntington Park/Vernon CoS,33.982787,-118.234053,S,Senior High School,2011, , ,5,HS,E,E,Yes,Marquez SH Libra, 
-13161755.9302255,4026491.62588475,1279,0,7669, , ,MARQUEZ HS SCH OF SOC JUSTICE,6361 COTTAGE ST,HUNTINGTON PARK,90255,S,HS,N,HS_N,Marquez High Sch of Soc Justice,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Y,Phase 2,1 TRK,South Region HS #7,9-12,42,62,5,HUP,33,4,Linda Esperanza Marquez High School School of Social Justice,19647330126532,N,SOUTH,XP,7669,1766901,N,E,E,1766901,7669,Yes,Y,0,Huntington Park/Vernon CoS,1349901,3499,3499,9,12,Marquez SH Soc Jus,Huntington Park/Vernon CoS,33.982787,-118.234053,S,Senior High School,2012, , ,5,HS,E,E,Yes,Marquez SH Soc Jus, 
-13155478.0424202,4020949.8488726,1280,0,8921, , ,LEGACY HS STEAM,5225 TWEEDY BLVD,SOUTH GATE,90280,S,HS,N,HS_N,Legacy Senior High STEAM,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Y,Phase 3,1 TRK,South Region HS #9,9-12,44,62,5,SG,33,4,"Legacy Senior High Science, Technology, Engineering, Arts and Mathematics",19647330126540,N,SOUTH,S,8921,1892101,N,E,E,1892101,8921,Yes,Y,0,South Gate CoS,1350301,3503,3503,9,12,Legacy SH STEAM,South Gate CoS,33.94149695,-118.17765779,S,Senior High School,2012, , ,5,HS,E,E,Yes,Legacy SH STEAM, 
-13155478.0424202,4020949.8488726,1281,0,7664, , ,LEGACY HS VAPA,5225 TWEEDY BLVD,SOUTH GATE,90280,S,HS,N,HS_N,Legacy Senior High VAPA,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Y,Phase 3,1 TRK,South Region HS #9,9-12,44,62,5,SG,33,4,Legacy Senior High Visual and Performing Arts,19647330126557,N,SOUTH,S,7664,1766401,N,E,E,1766401,7664,Yes,Y,0,South Gate CoS,1350301,3503,3503,9,12,Legacy SH VAPA,South Gate CoS,33.94149695,-118.17765779,S,Senior High School,2012, , ,5,HS,E,E,Yes,Legacy SH VAPA, 
-13181176.7580498,4066901.25659209,1282,33,3829, , ,BROADOUS ES,12561 FILMORE ST,PACOIMA,91331,E,ES,Y,ES_Y,Broadous,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,3,1 TRK,Broadous,K-5,29,43,6,7,20,3,Hillery T. Broadous Elementary School,19647336017081,N,NORTH,N,3829,1382901,N,NE,NE,1382901,3829,Yes,Y,13768,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,Broadous El,San Fernando Valley/Sylmar CoS,34.28325973,-118.40851321,E,Elementary School,1960, , ,6,ES,N,N,Yes,Broadous El, 
-13183957.5052179,4067507.45451547,1283,34,5397, , ,MORNINGSIDE ES,576 N MACLAY AVE,SAN FERNANDO,91340,E,ES,Y,ES_Y,Morningside,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,1,1 TRK,Morningside,K-5,29,43,6,SF,20,3,Morningside Elementary School,19647336018220,N,NORTH,N,5397,1539701,N,NE,NE,1539701,5397,Yes,Y,13414,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,Morningside El,San Fernando Valley/Sylmar CoS,34.28775908,-118.43349308,E,Elementary School,1915, , ,6,ES,N,N,Yes,Morningside El, 
-13184299.9202329,4066811.67868326,1284,36,8358, , ,SAN FERNANDO MS,130 N BRAND BLVD,SAN FERNANDO,91340,J,MS,Y,MS_Y,San Fernando Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Y, ,1 TRK,San Fernando Middle,6-8,29,43,6,SF,20,3,San Fernando Middle School,19647336058283,N,NORTH,N,8358,1835801,N,NE,NE,1835801,8358,Yes,Y,13420,San Fernando Valley/Sylmar CoS,1350601,3506,3506,6,8,San Fernando MS,San Fernando Valley/Sylmar CoS,34.28259484,-118.43656905,J,Middle School,1952, , ,6,MS,N,N,Yes,San Fernando MS, 
-13185598.5783025,4066382.08490119,1285,37,6452, , ,SAN FERNANDO ES,1130 MOTT ST,SAN FERNANDO,91340,E,ES,Y,ES_Y,San Fernando,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y,1,1 TRK,San Fernando,K-5,29,43,6,SF,20,3,San Fernando Elementary School,19647336019012,N,NORTH,N,6452,1645201,N,NE,NE,1645201,6452,Yes,Y,13419,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,San Fernando El,San Fernando Valley/Sylmar CoS,34.27940612,-118.44823509,E,Elementary School,1915, , ,6,ES,N,N,Yes,San Fernando El, 
-13185291.142729,4065816.66760802,1286,38,5726, , ,O MELVENY ES,728 WOODWORTH ST,SAN FERNANDO,91340,E,ES,Y,ES_Y,O'Melveny,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,O'Melveny,K-5,29,43,6,SF,20,3,O'Melveny Elementary School,19647336018444,N,NORTH,N,5726,1572601,N,NE,NE,1572601,5726,Yes,Y,13396,San Fernando Valley/Sylmar CoS,1350601,3506,3506,0,5,O'Melveny El,San Fernando Valley/Sylmar CoS,34.27520904,-118.44547335,E,Elementary School,1922, , ,6,ES,N,N,Yes,O'Melveny El, 
-13203274.3628144,4063519.58615681,1287,39,3027, , ,CHATSWORTH PARK UP/CD MAG,22005 DEVONSHIRE,CHATSWORTH,91311,ES,M,Y,M_Y,Chatsworth Park UP/CD Mag,Magnet School,Elementary School Magnet - Self Contained,0,Y, ,1 TRK,Chatsworth Park,K-5,32,40,3,12,27,3,Chatsworth Park Urban Planning/Community Development Magnet,19647336016463,N,NORTH,N,3027,1302701,N,NW,NW,1302701,3027,Yes,Y,13389,Canoga Park/Chatsworth CoS,1351201,3512,3512,0,5,Chatsworth UP/CD Mag,Canoga Park/Chatsworth CoS,34.25815573,-118.60701934,ES,Magnet-Self Contained (Elem),1915, , ,3,M,N,N,Yes,Chatsworth UP/CD Mag, 
-13191768.4608883,4063740.48826239,1288,0,8898, , ,VALLEY ACAD OF ARTS AND SCI,10445 BALBOA BLVD,GRANADA HILLS,91344,S,HS,Y,HS_Y,Valley Acad of Arts and Sci,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,Y, ,1 TRK,Valley Region HS #4,9-12,32,40,3,12,27,3,Valley Academy of Arts and Sciences,19647330124362,N,NORTH,N,8898,1889801,N,NW,NW,1889801,8898,Yes,Y,193562,Kennedy/NAHS/VAAS CoS,1351401,3514,3514,9,12,Valley Acad Arts/Sci,Kennedy/NAHS/VAAS CoS,34.25979583,-118.50366008,S,Senior High School,2011, , ,3,HS,N,N,Yes,Valley Acad Arts/Sci, 
-13182654.7429125,4067744.64014254,1289,0,7715, , ,CHAVEZ LA - ARTES,1001 ARROYO AVE,SAN FERNANDO,91340,SS,M,N,M_N,"Chavez LA - Arts, Theatre, Entertainment",Magnet School,High School Magnet - Self Contained,0,N,Phase 2,1 TRK,Valley Region HS #5,9-12,29,43,6,SF,20,3,"Cesar E. Chavez Learning Academies - Arts, Theatre, Entertainment School (ArTES)",19647330124370,N,NORTH,XP,7715,1771501,N,NE,NE,1771501,7715,Yes,Y,0,San Fernando Valley/Sylmar CoS,1350601,3506,3506,9,12,Chavez LA ArTES Mag,San Fernando Valley/Sylmar CoS,34.28951946,-118.42179017,SS,Magnet-Self Contained (Senior),2011, , ,6,M,N,N,Yes,Chavez LA ArTES Mag, 
-13182654.7429125,4067744.64014254,1290,0,7716, , ,CHAVEZ LA - SJ HUM ACAD,1001 ARROYO AVE,SAN FERNANDO,91340,S,HS,N,HS_N,Chavez LA - Social Justice Humanitas,"High School (High School, Academy School, Continuation High School, Newcomer School, Community Day School, Special Ed School, Magnet Center on Regular Campus)",High School,0,N,Phase 2,1 TRK,Valley Region HS #5,9-12,29,43,6,SF,20,3,Cesar E. Chavez Learning Academies - Social Justice Humanitas Academy,19647330124388,N,NORTH,XP,7716,1771601,N,NE,NE,1771601,7716,Yes,Y,0,San Fernando Valley/Sylmar CoS,1350601,3506,3506,9,12,Chavez LA SJ Hum Ac,San Fernando Valley/Sylmar CoS,34.28951946,-118.42179017,S,Senior High School,2011, , ,6,HS,N,N,Yes,Chavez LA SJ Hum Ac, 
-13168817.6070153,3994645.91491123,1291,418,9885, , ,HARBOR CAS EEC,950 W SANTA CRUZ ST,SAN PEDRO,90731,Z,ES,N,ES_N,San Pedro CAS EEC,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Early Education Center,0,N, , ,San Pedro/Narbonne Adult, ,44,66,7,15,35,4,San Pedro CAS Early Education Center, ,N,SOUTH,S,9885,1988501,N,S,S,1938501,9385,Yes,N,0,San Pedro CoS,1352601,3526,3526,0,0,San Pedro CAS EEC,San Pedro CoS,33.74524153,-118.29748913,Z,Early Education Center,0, , ,7,ES,S,S,Yes,San Pedro CAS EEC, 
-13160186.7574865,4038491.4938775,1292,0,7684,CSI,Charter Start-up Independent,ALLIANCE SMIDT TECH,211 AVE 20,LOS ANGELES,90031,S,CSI,N,CSI_N,Alliance Smidt Tech,Independent Charter,High School,0,N, ,OTHER,Alliance College-Ready Acad HS #14,9-12,34,54,2,1,26,1,Alliance Susan and Eric Smidt Technology High School,19647330123133,Y,EAST,XR,7684,1768401,N,XR,E,1768401,7684,Yes,Y,0, , ,0, ,9,10,Alliance Smidt Tech,Lincoln Heights/El Sereno CoS,34.07212554,-118.21995688,S,Senior High School,2012, , ,2,CCA,XR,E, ,Alliance Smidt Tech, 
-13171924.3253009,4025645.28327591,1293,0,7694,CSI,Charter Start-up Independent,ALLIANCE RENEE AND MEYER LUSKIN HS,2941 W 70TH ST,LOS ANGELES,90043,S,CSI,N,CSI_N,Alliance Renee and Meyer Luskin High,Independent Charter,High School,0,N, ,OTHER,Alliance College-Ready Acad HS #17,9-12,37,61,1,8,28,2,Alliance Renee and Meyer Luskin High School,19647330124891,Y,EAST,XR,7694,1769401,N,XR,W,1769401,7694,Yes,Y,0, , ,0, ,9,12,Alliance Luskin Acad,H.E.E.T. (C/D) CoS,33.97648247,-118.32539723,S,Senior High School,2012, , ,1,CCA,XR,S, ,Alliance Luskin Acad, 
-13201583.8059558,4062880.32685393,1294,40,8217, , ,LAWRENCE MS,10100 VARIEL AVE,CHATSWORTH,91311,J,MS,Y,MS_Y,Lawrence Middle,"Middle School (Middle School, Academy School, Special Ed School, Magnet Center on Regular Campus)",Middle School,0,Y, ,1 TRK,Lawrence Middle,6-8,32,40,3,12,27,3,Ernest Lawrence Middle School,19647336058093,N,NORTH,N,8217,1821701,N,NW,NW,1821701,8217,Yes,Y,13695,Canoga Park/Chatsworth CoS,1351201,3512,3512,6,8,Lawrence MS,Canoga Park/Chatsworth CoS,34.25340931,-118.59183281,J,Middle School,1968, , ,3,MS,N,N,Yes,Lawrence MS, 
-13200844.6027151,4064022.48714048,1295,42,4117, , ,GERMAIN ACAD FOR ACADEMIC ACHIEVEMENT,20730 GERMAIN ST,CHATSWORTH,91311,E,ES,Y,ES_Y,Germain Acad for Academic Achievement,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Germain St,K-5,32,40,3,12,27,3,Germain Academy for Academic Achivement,19647336017263,N,NORTH,N,4117,1411701,N,NW,NW,1411701,4117,Yes,Y,13872,Canoga Park/Chatsworth CoS,1351201,3512,3512,0,5,Germain Acad AA,Canoga Park/Chatsworth CoS,34.26188951,-118.58519244,E,Elementary School,1963, , ,3,ES,N,N,Yes,Germain Acad AA, 
-13199658.2730128,4062068.68509803,1296,43,7007,CCA,Charter Conversion Affiliated,SUPERIOR ST ES,9756 OSO AVE,CHATSWORTH,91311,E,CCA,Y,CCA_Y,Superior St,Charter Conversion Affiliated - Elementary School Level,Elementary School,0,Y,3,1 TRK,Superior St,TK-5,32,40,3,12,27,3,Superior Street Elementary School,19647336019392,Y,NORTH,N,7007,1700701,N,NW,NW,1700701,7007,Yes,Y,13810,Canoga Park/Chatsworth CoS,1351201,3512,3512,0,5,Superior St El,Canoga Park/Chatsworth CoS,34.24738259,-118.57453546,E,Elementary School,1959, , ,3,CCA,N,N,Yes,Superior St El, 
-13196825.5304669,4064720.61252728,1297,45,2335,CCA,Charter Conversion Affiliated,BECKFORD CHRTR FOR ENRICHED STUDIES,19130 TULSA ST,NORTHRIDGE,91326,E,CCA,Y,CCA_Y,Beckford Chrtr for Enriched Studies,Charter Conversion Affiliated - Elementary School Level,Elementary School,0,Y, ,1 TRK,Beckford Ave,TK-5,32,40,3,12,27,3,Beckford Charter for Enriched Studies,19647336015986,Y,NORTH,N,2335,1233501,N,NW,NW,1233501,2335,Yes,Y,13836,Canoga Park/Chatsworth CoS,1351201,3512,3512,0,5,Beckford CES,Canoga Park/Chatsworth CoS,34.26707247,-118.5490885,E,Elementary School,1967, , ,3,CCA,N,N,Yes,Beckford CES, 
-13196550.9213687,4062132.47109376,1298,47,7201,CCA,Charter Conversion Affiliated,TOPEKA DR CHRTR,9815 TOPEKA DR,NORTHRIDGE,91324,E,CCA,Y,CCA_Y,Topeka Dr Chrtr,Charter Conversion Affiliated - Elementary School Level,Elementary School,0,Y, ,1 TRK,Topeka Dr,TK-5,32,40,3,12,27,3,Topeka Charter School for Advanced Studies,19647336019533,Y,NORTH,N,7201,1720101,N,NW,NW,1720101,7201,Yes,Y,13821,Canoga Park/Chatsworth CoS,1351201,3512,3512,0,5,Topeka Dr CAS,Canoga Park/Chatsworth CoS,34.24785624,-118.54662165,E,Elementary School,1964, , ,3,CCA,N,N,Yes,Topeka Dr CAS, 
-13194996.3110947,4064630.02503824,1299,49,3340, , ,DARBY AVE ES,10818 DARBY AVE,NORTHRIDGE,91325,E,ES,Y,ES_Y,Darby Ave,"Elementary School (Elementary School, Primary Center, Children Center (EEC), State Preschool, Academy School, Newcomer School, Special Ed School, Magnet Center on Regular Campus)",Elementary School,0,Y, ,1 TRK,Darby,K-5,32,40,3,12,27,3,Darby Avenue Elementary School,19647336016703,N,NORTH,N,3340,1334001,N,NW,NW,1334001,3340,Yes,Y,13797,Kennedy/NAHS/VAAS CoS,1351401,3514,3514,0,5,Darby Ave El,Kennedy/NAHS/VAAS CoS,34.26639995,-118.53265635,E,Elementary School,1959, , ,3,ES,N,N,Yes,Darby Ave El, 
-13175548.592476,4034278.98482037,1300,0,8015,CSI,Charter Start-up Independent,NEW LOS ANGELES CHARTER SCHOOL,1919 S BURNSIDE AVE,LOS ANGELES,90016,J,CSI,N,CSI_N,New Los Angeles Chrtr,Independent Charter,Middle School,0,N, ,OTHER,New Los Angeles Charter School,6-8,37,55,1,10,28,2,New Los Angeles Charter School,19647330117614,Y,WEST,XR,8015,1801501,N,XR,W,1801501,8015,Yes,Y,0, , ,0, ,6,8,New Los Angeles CS,Fairfax CoS,34.0407743,-118.35795457,J,Middle School,2008, , ,1,CCA,XR,W, ,New Los Angeles CS, 
-13168959.1492846,4010855.66347015,1301,0,8165,CSI,Charter Start-up Independent,NEW MILLENNIUM SECONDARY SCHOOL,1301 W 182ND ST,GARDENA,90248,S,CSI,N,CSI_N,New Millennium Secondary School,Independent Charter,High School,0,N, ,OTHER,New Millennium Secondary School,9-12,43,65,7,15,35,2,New Millennium Secondary School,19647330117911,Y,SOUTH,XR,8165,1816501,N,XR,S,1816501,8165,Yes,Y,0, , ,0, ,9,12,New Millennium HS,Gardena CoS,33.86623686,-118.29876062,S,Senior High School,2008, ,Yes,7,CCA,XR,S, ,New Millennium HS, 
